context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Biological Process::GO:0060049	regulation of protein glycosylation	Biological Process	14	14	True
Biological Process::GO:0060177	regulation of angiotensin metabolic process	Biological Process	14	14	True
Biological Process::GO:0060347	heart trabecula formation	Biological Process	14	14	True
Biological Process::GO:0060413	atrial septum morphogenesis	Biological Process	14	14	True
Biological Process::GO:0060547	negative regulation of necrotic cell death	Biological Process	14	14	True
Biological Process::GO:0060712	spongiotrophoblast layer development	Biological Process	14	14	True
Biological Process::GO:0060746	parental behavior	Biological Process	14	14	True
Biological Process::GO:0060973	cell migration involved in heart development	Biological Process	14	14	True
Biological Process::GO:0061003	positive regulation of dendritic spine morphogenesis	Biological Process	14	14	True
Biological Process::GO:0061117	negative regulation of heart growth	Biological Process	14	14	True
Biological Process::GO:0061157	mRNA destabilization	Biological Process	14	14	True
Biological Process::GO:0061339	establishment or maintenance of monopolar cell polarity	Biological Process	14	14	True
Biological Process::GO:0061548	ganglion development	Biological Process	14	14	True
Biological Process::GO:0070198	protein localization to chromosome, telomeric region	Biological Process	14	14	True
Biological Process::GO:0070208	protein heterotrimerization	Biological Process	14	14	True
Biological Process::GO:0070231	T cell apoptotic process	Biological Process	14	14	True
Biological Process::GO:0070243	regulation of thymocyte apoptotic process	Biological Process	14	14	True
Biological Process::GO:0070293	renal absorption	Biological Process	14	14	True
Biological Process::GO:0070307	lens fiber cell development	Biological Process	14	14	True
Biological Process::GO:0070977	bone maturation	Biological Process	14	14	True
Biological Process::GO:0071025	RNA surveillance	Biological Process	14	14	True
Biological Process::GO:0071243	cellular response to arsenic-containing substance	Biological Process	14	14	True
Biological Process::GO:0071305	cellular response to vitamin D	Biological Process	14	14	True
Biological Process::GO:0071425	hematopoietic stem cell proliferation	Biological Process	14	14	True
Biological Process::GO:0071450	cellular response to oxygen radical	Biological Process	15	14	True
Biological Process::GO:0071451	cellular response to superoxide	Biological Process	15	14	True
Biological Process::GO:0071625	vocalization behavior	Biological Process	14	14	True
Biological Process::GO:0071801	regulation of podosome assembly	Biological Process	14	14	True
Biological Process::GO:0072075	metanephric mesenchyme development	Biological Process	14	14	True
Biological Process::GO:0072087	renal vesicle development	Biological Process	14	14	True
Biological Process::GO:0072216	positive regulation of metanephros development	Biological Process	14	14	True
Biological Process::GO:0090005	negative regulation of establishment of protein localization to plasma membrane	Biological Process	14	14	True
Biological Process::GO:0090036	regulation of protein kinase C signaling	Biological Process	14	14	True
Biological Process::GO:0090128	regulation of synapse maturation	Biological Process	14	14	True
Biological Process::GO:0090141	positive regulation of mitochondrial fission	Biological Process	14	14	True
Biological Process::GO:0090178	regulation of establishment of planar polarity involved in neural tube closure	Biological Process	14	14	True
Biological Process::GO:0090231	regulation of spindle checkpoint	Biological Process	14	14	True
Biological Process::GO:0097009	energy homeostasis	Biological Process	14	14	True
Biological Process::GO:0097284	hepatocyte apoptotic process	Biological Process	14	14	True
Biological Process::GO:1900115	extracellular regulation of signal transduction	Biological Process	14	14	True
Biological Process::GO:1900116	extracellular negative regulation of signal transduction	Biological Process	14	14	True
Biological Process::GO:1900409	positive regulation of cellular response to oxidative stress	Biological Process	14	14	True
Biological Process::GO:1901070	guanosine-containing compound biosynthetic process	Biological Process	14	14	True
Biological Process::GO:1902884	positive regulation of response to oxidative stress	Biological Process	14	14	True
Biological Process::GO:1903541	regulation of exosomal secretion	Biological Process	14	14	True
Biological Process::GO:1903543	positive regulation of exosomal secretion	Biological Process	14	14	True
Biological Process::GO:1903672	positive regulation of sprouting angiogenesis	Biological Process	14	14	True
Biological Process::GO:1903830	magnesium ion transmembrane transport	Biological Process	14	14	True
Biological Process::GO:1903963	arachidonate transport	Biological Process	14	14	True
Biological Process::GO:1904294	positive regulation of ERAD pathway	Biological Process	14	14	True
Biological Process::GO:1904814	regulation of protein localization to chromosome, telomeric region	Biological Process	14	14	True
Biological Process::GO:1990126	retrograde transport, endosome to plasma membrane	Biological Process	14	14	True
Biological Process::GO:2000679	positive regulation of transcription regulatory region DNA binding	Biological Process	14	14	True
Biological Process::GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	Biological Process	14	14	True
Biological Process::GO:0000098	sulfur amino acid catabolic process	Biological Process	13	13	True
Biological Process::GO:0000380	alternative mRNA splicing, via spliceosome	Biological Process	13	13	True
Biological Process::GO:0001710	mesodermal cell fate commitment	Biological Process	13	13	True
Biological Process::GO:0001711	endodermal cell fate commitment	Biological Process	13	13	True
Biological Process::GO:0001774	microglial cell activation	Biological Process	13	13	True
Biological Process::GO:0001878	response to yeast	Biological Process	13	13	True
Biological Process::GO:0002087	regulation of respiratory gaseous exchange by neurological system process	Biological Process	13	13	True
Biological Process::GO:0002313	mature B cell differentiation involved in immune response	Biological Process	13	13	True
Biological Process::GO:0002566	somatic diversification of immune receptors via somatic mutation	Biological Process	13	13	True
Biological Process::GO:0002664	regulation of T cell tolerance induction	Biological Process	13	13	True
Biological Process::GO:0002689	negative regulation of leukocyte chemotaxis	Biological Process	13	13	True
Biological Process::GO:0002693	positive regulation of cellular extravasation	Biological Process	13	13	True
Biological Process::GO:0002726	positive regulation of T cell cytokine production	Biological Process	13	13	True
Biological Process::GO:0002830	positive regulation of type 2 immune response	Biological Process	13	13	True
Biological Process::GO:0002921	negative regulation of humoral immune response	Biological Process	13	13	True
Biological Process::GO:0003084	positive regulation of systemic arterial blood pressure	Biological Process	13	13	True
Biological Process::GO:0003188	heart valve formation	Biological Process	13	13	True
Biological Process::GO:0003323	type B pancreatic cell development	Biological Process	13	13	True
Biological Process::GO:0006000	fructose metabolic process	Biological Process	13	13	True
Biological Process::GO:0006098	pentose-phosphate shunt	Biological Process	13	13	True
Biological Process::GO:0006152	purine nucleoside catabolic process	Biological Process	13	13	True
Biological Process::GO:0006309	apoptotic DNA fragmentation	Biological Process	13	13	True
Biological Process::GO:0006553	lysine metabolic process	Biological Process	13	13	True
Biological Process::GO:0006568	tryptophan metabolic process	Biological Process	13	13	True
Biological Process::GO:0006582	melanin metabolic process	Biological Process	13	13	True
Biological Process::GO:0006596	polyamine biosynthetic process	Biological Process	13	13	True
Biological Process::GO:0006743	ubiquinone metabolic process	Biological Process	13	13	True
Biological Process::GO:0006828	manganese ion transport	Biological Process	13	13	True
Biological Process::GO:0006957	complement activation, alternative pathway	Biological Process	13	13	True
Biological Process::GO:0006999	nuclear pore organization	Biological Process	13	13	True
Biological Process::GO:0007019	microtubule depolymerization	Biological Process	13	13	True
Biological Process::GO:0007216	G-protein coupled glutamate receptor signaling pathway	Biological Process	13	13	True
Biological Process::GO:0007320	insemination	Biological Process	13	13	True
