hetionet_gene_id	hetionet_entrez_id	hetionet_name	current_entrez_id	current_hgnc_symbol	original_ensembl_id	gene_type	all_samples_zero	mapping_status
Gene::161931	161931	ADAD2	161931	ADAD2	ENSG00000140955.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::29948	29948	OSGIN1	29948	OSGIN1	ENSG00000140961.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::3394	3394	IRF8	3394	IRF8	ENSG00000140968.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::89941	89941	RHOT2	89941	RHOT2	ENSG00000140983.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::6123	6123	RPL3L	6123	RPL3L	ENSG00000140986.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::54925	54925	ZSCAN32	54925	ZSCAN32	ENSG00000140987.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::6187	6187	RPS2	6187	RPS2	ENSG00000140988.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::4716	4716	NDUFB10	4716	NDUFB10	ENSG00000140990.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::5170	5170	PDPK1	5170	PDPK1	ENSG00000140992.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::91151	91151	TIGD7	91151	TIGD7	ENSG00000140993.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::54849	54849	DEF8	54849	DEF8	ENSG00000140995.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::22980	22980	TCF25	22980	TCF25	ENSG00000141002.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::2588	2588	GALNS	2588	GALNS	ENSG00000141012.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::2622	2622	GAS8	2622	DRC4	ENSG00000141013.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::55090	55090	MED9	55090	MED9	ENSG00000141026.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::9611	9611	NCOR1	9611	NCOR1	ENSG00000141027.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::8533	8533	COPS3	8533	COPS3	ENSG00000141030.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::79018	79018	GID4	79018	GID4	ENSG00000141034.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::57336	57336	ZNF287	57336	ZNF287	ENSG00000141040.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::93649	93649	MYOCD	93649	MYOCD	ENSG00000141052.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::8844	8844	KSR1	8844	KSR1	ENSG00000141068.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::84916	84916	CIRH1A	84916	UTP4	ENSG00000141076.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::57610	57610	RANBP10	57610	RANBP10	ENSG00000141084.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::1506	1506	CTRL	1506	CTRL	ENSG00000141086.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::64180	64180	DPEP3	64180	DPEP3	ENSG00000141096.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::81577	81577	GFOD2	81577	GFOD2	ENSG00000141098.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::28987	28987	NOB1	28987	NOB1	ENSG00000141101.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::5636	5636	PRPSAP2	5636	PRPSAP2	ENSG00000141127.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::146862	146862	UNC45B	146862	UNC45B	ENSG00000141161.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::58488	58488	PCTP	58488	PCTP	ENSG00000141179.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::26689	26689	OR4D1	26689	OR4D1	ENSG00000141194.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::10040	10040	TOM1L1	10040	TOM1L1	ENSG00000141198.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::84643	84643	KIF2B	84643	KIF2B	ENSG00000141200.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::55028	55028	C17orf80	55028	MTNAP1	ENSG00000141219.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::10140	10140	TOB1	10140	TOB1	ENSG00000141232.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::55275	55275	VPS53	55275	VPS53	ENSG00000141252.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::84690	84690	SPATA22	84690	SPATA22	ENSG00000141255.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::9905	9905	SGSM2	9905	SGSM2	ENSG00000141258.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::9520	9520	NPEPPS	9520	NPEPPS	ENSG00000141279.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::8631	8631	SKAP1	8631	SKAP1	ENSG00000141293.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::90506	90506	LRRC46	90506	LRRC46	ENSG00000141294.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::90507	90507	SCRN2	90507	SCRN2	ENSG00000141295.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::85464	85464	SSH2	85464	SSH2	ENSG00000141298.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::162494	162494	RHBDL3	162494	RHBDL3	ENSG00000141314.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::124912	124912	SPACA3	124912	SPACA3	ENSG00000141316.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::22901	22901	ARSG	22901	ARSG	ENSG00000141337.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::10351	10351	ABCA8	10351	ABCA8	ENSG00000141338.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::92579	92579	G6PC3	92579	G6PC3	ENSG00000141349.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::1213	1213	CLTC	1213	CLTC	ENSG00000141367.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::124773	124773	C17orf64	124773	CHCT1	ENSG00000141371.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::54828	54828	BCAS3	54828	BCAS3	ENSG00000141376.23	protein_coding	False	mapped_by_hgnc_entrez
Gene::51651	51651	PTRH2	51651	PTRH2	ENSG00000141378.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::6760	6760	SS18	6760	SS18	ENSG00000141380.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::6875	6875	TAF4B	6875	TAF4B	ENSG00000141384.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::10939	10939	AFG3L2	10939	AFG3L2	ENSG00000141385.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::10650	10650	SLMO1	10650	PRELID3A	ENSG00000141391.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::3613	3613	IMPA2	3613	IMPA2	ENSG00000141401.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::2774	2774	GNAL	2774	GNAL	ENSG00000141404.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::25800	25800	SLC39A6	25800	SLC39A6	ENSG00000141424.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::55197	55197	RPRD1A	55197	RPRD1A	ENSG00000141425.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::83608	83608	C18orf21	83608	RMP24	ENSG00000141428.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::2589	2589	GALNT1	2589	GALNT1	ENSG00000141429.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::80816	80816	ASXL3	80816	ASXL3	ENSG00000141431.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::116	116	ADCYAP1	116	ADCYAP1	ENSG00000141433.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::4225	4225	MEP1B	4225	MEP1B	ENSG00000141434.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::147407	147407	SLC25A52	147407	SLC25A52	ENSG00000141437.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::64762	64762	GAREM	64762	GAREM1	ENSG00000141441.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::114799	114799	ESCO1	114799	ESCO1	ENSG00000141446.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::114876	114876	OSBPL1A	114876	OSBPL1A	ENSG00000141447.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::2627	2627	GATA6	2627	GATA6	ENSG00000141448.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::80000	80000	GREB1L	80000	GREB1L	ENSG00000141449.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::29919	29919	C18orf8	29919	RMC1	ENSG00000141452.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::27043	27043	PELP1	27043	PELP1	ENSG00000141456.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::4864	4864	NPC1	4864	NPC1	ENSG00000141458.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::6563	6563	SLC14A1	6563	SLC14A1	ENSG00000141469.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::409	409	ARRB2	409	ARRB2	ENSG00000141480.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::284111	284111	SLC13A5	284111	SLC13A5	ENSG00000141485.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::84225	84225	ZMYND15	84225	ZMYND15	ENSG00000141497.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::55135	55135	WRAP53	55135	WRAP53	ENSG00000141499.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::50488	50488	MINK1	50488	MINK1	ENSG00000141503.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::112483	112483	SAT2	112483	SAT2	ENSG00000141504.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::432	432	ASGR1	432	ASGR1	ENSG00000141505.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::23533	23533	PIK3R5	23533	PIK3R5	ENSG00000141506.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::7157	7157	TP53	7157	TP53	ENSG00000141510.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::55036	55036	CCDC40	55036	CCDC40	ENSG00000141519.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::396	396	ARHGDIA	396	ARHGDIA	ENSG00000141522.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::11322	11322	TMC6	11322	TMC6	ENSG00000141524.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::9123	9123	SLC16A3	9123	SLC16A3	ENSG00000141526.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::79092	79092	CARD14	79092	CARD14	ENSG00000141527.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::94015	94015	TTYH2	94015	TTYH2	ENSG00000141540.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::10966	10966	RAB40B	10966	RAB40B	ENSG00000141542.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::9775	9775	EIF4A3	9775	EIF4A3	ENSG00000141543.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::1453	1453	CSNK1D	1453	CSNK1D	ENSG00000141551.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::51529	51529	ANAPC11	51529	ANAPC11	ENSG00000141552.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::6904	6904	TBCD	6904	TBCD	ENSG00000141556.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::79672	79672	FN3KRP	79672	FN3KRP	ENSG00000141560.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::26502	26502	NARF	26502	NARF	ENSG00000141562.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::57521	57521	RPTOR	57521	RPTOR	ENSG00000141564.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::3607	3607	FOXK2	3607	FOXK2	ENSG00000141568.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::201292	201292	TRIM65	201292	TRIM65	ENSG00000141569.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::57332	57332	CBX8	57332	CBX8	ENSG00000141570.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::6398	6398	SECTM1	6398	SECTM1	ENSG00000141574.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::114804	114804	RNF157	114804	RNF157	ENSG00000141576.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::22994	22994	CEP131	22994	CEP131	ENSG00000141577.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::79755	79755	ZNF750	79755	ZNF750	ENSG00000141579.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::56270	56270	WDR45B	56270	WDR45B	ENSG00000141580.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::8535	8535	CBX4	8535	CBX4	ENSG00000141582.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::494470	494470	RNF165	494470	ARK2C	ENSG00000141622.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::54808	54808	DYM	54808	DYM	ENSG00000141627.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::5596	5596	MAPK4	5596	MAPK4	ENSG00000141639.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::55520	55520	ELAC1	55520	ELAC1	ENSG00000141642.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::4152	4152	MBD1	4152	MBD1	ENSG00000141644.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::4089	4089	SMAD4	4089	SMAD4	ENSG00000141646.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::8792	8792	TNFRSF11A	8792	TNFRSF11A	ENSG00000141655.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::54877	54877	ZCCHC2	54877	ZCCHC2	ENSG00000141664.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::201456	201456	FBXO15	201456	FBXO15	ENSG00000141665.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::147381	147381	CBLN2	147381	CBLN2	ENSG00000141668.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::5366	5366	PMAIP1	5366	PMAIP1	ENSG00000141682.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::10609	10609	P3H4	10609	P3H4	ENSG00000141696.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::115024	115024	NT5C3B	115024	NT5C3B	ENSG00000141698.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::162427	162427	FAM134C	162427	RETREG3	ENSG00000141699.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::2064	2064	ERBB2	2064	ERBB2	ENSG00000141736.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::2886	2886	GRB7	2886	GRB7	ENSG00000141738.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::84299	84299	MIEN1	84299	MIEN1	ENSG00000141741.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::5409	5409	PNMT	5409	PNMT	ENSG00000141744.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::390790	390790	ARL5C	390790	ARL5C	ENSG00000141748.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::342667	342667	STAC2	342667	STAC2	ENSG00000141750.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::3487	3487	IGFBP4	3487	IGFBP4	ENSG00000141753.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::60681	60681	FKBP10	60681	FKBP10	ENSG00000141756.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::10907	10907	TXNL4A	10907	TXNL4A	ENSG00000141759.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::773	773	CACNA1A	773	CACNA1A	ENSG00000141837.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::113230	113230	LOC113230	113230	MISP3	ENSG00000141854.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::90378	90378	SAMD1	90378	SAMD1	ENSG00000141858.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::23476	23476	BRD4	23476	BRD4	ENSG00000141867.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::29985	29985	SLC39A3	29985	SLC39A3	ENSG00000141873.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::4782	4782	NFIC	4782	NFIC	ENSG00000141905.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::91978	91978	TPGS1	91978	TPGS1	ENSG00000141933.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::8612	8612	PPAP2C	8612	PLPP2	ENSG00000141934.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::114026	114026	ZIM3	114026	ZIM3	ENSG00000141946.1	protein_coding	False	mapped_by_hgnc_entrez
Gene::63977	63977	PRDM15	63977	PRDM15	ENSG00000141956.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::5211	5211	PFKL	5211	PFKL	ENSG00000141959.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::55527	55527	FEM1A	55527	FEM1A	ENSG00000141965.5	protein_coding	False	mapped_by_hgnc_entrez
Gene::7409	7409	VAV1	7409	VAV1	ENSG00000141968.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::93343	93343	MVB12A	93343	MVB12A	ENSG00000141971.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::117286	117286	CIB3	117286	CIB3	ENSG00000141977.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::6455	6455	SH3GL1	6455	SH3GL1	ENSG00000141985.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::56931	56931	DUS3L	56931	DUS3L	ENSG00000141994.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::91039	91039	DPP9	91039	DPP9	ENSG00000142002.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::63946	63946	DMRTC2	63946	DMRTC2	ENSG00000142025.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::90324	90324	CCDC97	90324	CCDC97	ENSG00000142039.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::641649	641649	TMEM91	641649	TMEM91	ENSG00000142046.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::57677	57677	ZFP14	57677	ZFP14	ENSG00000142065.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::23410	23410	SIRT3	23410	SIRT3	ENSG00000142082.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::10410	10410	IFITM3	10410	IFITM3	ENSG00000142089.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::80162	80162	ATHL1	80162	PGGHG	ENSG00000142102.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::30811	30811	HUNK	30811	HUNK	ENSG00000142149.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::1291	1291	COL6A1	1291	COL6A1	ENSG00000142156.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::3454	3454	IFNAR1	3454	IFNAR1	ENSG00000142166.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::6647	6647	SOD1	6647	SOD1	ENSG00000142168.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::1292	1292	COL6A2	1292	COL6A2	ENSG00000142173.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::150094	150094	SIK1	150094	SIK1	ENSG00000142178.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::29947	29947	DNMT3L	29947	DNMT3L	ENSG00000142182.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::7226	7226	TRPM2	7226	TRPM2	ENSG00000142185.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::57410	57410	SCYL1	57410	SCYL1	ENSG00000142186.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::757	757	TMEM50B	757	TMEM50B	ENSG00000142188.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::351	351	APP	351	APP	ENSG00000142192.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::9980	9980	DOPEY2	9980	DOP1B	ENSG00000142197.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::9875	9875	URB1	9875	URB1	ENSG00000142207.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::207	207	AKT1	207	AKT1	ENSG00000142208.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::29949	29949	IL19	29949	IL19	ENSG00000142224.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::2014	2014	EMP3	2014	EMP3	ENSG00000142227.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::10055	10055	SAE1	10055	SAE1	ENSG00000142230.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::126147	126147	NTN5	126147	NTN5	ENSG00000142233.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::114783	114783	LMTK3	114783	LMTK3	ENSG00000142235.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::79760	79760	GEMIN7	79760	GEMIN7	ENSG00000142252.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::23624	23624	CBLC	23624	CBLC	ENSG00000142273.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::126374	126374	WTIP	126374	WTIP	ENSG00000142279.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::81794	81794	ADAMTS10	81794	ADAMTS10	ENSG00000142303.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::6531	6531	SLC6A3	6531	SLC6A3	ENSG00000142319.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::57140	57140	RNPEPL1	57140	RNPEPL1	ENSG00000142327.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::11132	11132	CAPN10	11132	CAPN10	ENSG00000142330.20	protein_coding	False	mapped_by_hgnc_entrez
Gene::4542	4542	MYO1F	4542	MYO1F	ENSG00000142347.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::105372481	105372481	LOC105372481	105372481	ERVK3-1	ENSG00000142396.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::91662	91662	NLRP12	91662	NLRP12	ENSG00000142405.22	protein_coding	False	mapped_by_hgnc_entrez
Gene::59283	59283	CACNG8	59283	CACNG8	ENSG00000142408.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::126208	126208	ZNF787	126208	ZNF787	ENSG00000142409.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::90580	90580	C19orf52	90580	TIMM29	ENSG00000142444.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::84467	84467	FBN3	84467	FBN3	ENSG00000142449.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::10498	10498	CARM1	10498	CARM1	ENSG00000142453.12	protein_coding	False	mapped_by_hgnc_entrez
Gene::115704	115704	EVI5L	115704	EVI5L	ENSG00000142459.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::9032	9032	TM4SF5	9032	TM4SF5	ENSG00000142484.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::55244	55244	SLC47A1	55244	SLC47A1	ENSG00000142494.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::5694	5694	PSMB6	5694	PSMB6	ENSG00000142507.10	protein_coding	False	mapped_by_hgnc_entrez
Gene::2854	2854	GPR32	2854	GPR32	ENSG00000142511.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::89790	89790	SIGLEC10	89790	SIGLEC10	ENSG00000142512.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::93650	93650	ACPT	93650	ACP4	ENSG00000142513.6	protein_coding	False	mapped_by_hgnc_entrez
Gene::354	354	KLK3	354	KLK3	ENSG00000142515.15	protein_coding	False	mapped_by_hgnc_entrez
Gene::25888	25888	ZNF473	25888	ZNF473	ENSG00000142528.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::112703	112703	FAM71E1	112703	GARIN5A	ENSG00000142530.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::6205	6205	RPS11	6205	RPS11	ENSG00000142534.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::113091	113091	PTH2	113091	PTH2	ENSG00000142538.2	protein_coding	False	mapped_by_hgnc_entrez
Gene::23521	23521	RPL13A	23521	RPL13A	ENSG00000142541.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::90353	90353	CTU1	90353	CTU1	ENSG00000142544.7	protein_coding	False	mapped_by_hgnc_entrez
Gene::51070	51070	NOSIP	51070	NOSIP	ENSG00000142546.14	protein_coding	False	mapped_by_hgnc_entrez
Gene::402665	402665	IGLON5	402665	IGLON5	ENSG00000142549.9	protein_coding	False	mapped_by_hgnc_entrez
Gene::57333	57333	RCN3	57333	RCN3	ENSG00000142552.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::80110	80110	ZNF614	80110	ZNF614	ENSG00000142556.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::6518	6518	SLC2A5	6518	SLC2A5	ENSG00000142583.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::473	473	RERE	473	RERE	ENSG00000142599.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::79258	79258	MMEL1	79258	MMEL1	ENSG00000142606.16	protein_coding	False	mapped_by_hgnc_entrez
Gene::85452	85452	CFAP74	85452	CFAP74	ENSG00000142609.18	protein_coding	False	mapped_by_hgnc_entrez
Gene::63976	63976	PRDM16	63976	PRDM16	ENSG00000142611.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::63036	63036	CELA2A	63036	CELA2A	ENSG00000142615.8	protein_coding	False	mapped_by_hgnc_entrez
Gene::51702	51702	PADI3	51702	PADI3	ENSG00000142619.4	protein_coding	False	mapped_by_hgnc_entrez
Gene::114827	114827	FHAD1	114827	FHAD1	ENSG00000142621.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::29943	29943	PADI1	29943	PADI1	ENSG00000142623.11	protein_coding	False	mapped_by_hgnc_entrez
Gene::1969	1969	EPHA2	1969	EPHA2	ENSG00000142627.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::128272	128272	ARHGEF19	128272	ARHGEF19	ENSG00000142632.17	protein_coding	False	mapped_by_hgnc_entrez
Gene::79180	79180	EFHD2	79180	EFHD2	ENSG00000142634.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::5195	5195	PEX14	5195	PEX14	ENSG00000142655.13	protein_coding	False	mapped_by_hgnc_entrez
Gene::5226	5226	PGD	5226	PGD	ENSG00000142657.21	protein_coding	False	mapped_by_hgnc_entrez
Gene::127294	127294	MYOM3	127294	MYOM3	ENSG00000142661.19	protein_coding	False	mapped_by_hgnc_entrez
Gene::83442	83442	SH3BGRL3	83442	SH3BGRL3	ENSG00000142669.15	protein_coding	False	mapped_by_hgnc_entrez
