context_id	context_name	context_type	n_genes_total	n_genes_kirc	in_subgraph
Pathway::PC7_1541	Activation of Na-permeable Kainate Receptors	Pathway	2	2	True
Pathway::PC7_1555	Activation, translocation and oligomerization of BAX	Pathway	2	2	True
Pathway::PC7_1582	Agmatine biosynthesis	Pathway	2	2	True
Pathway::PC7_1653	Amplification of signal from the kinetochores	Pathway	2	2	True
Pathway::PC7_1811	Assembly of Viral Components at the Budding Site	Pathway	2	2	True
Pathway::PC7_2097	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	Pathway	2	2	True
Pathway::PC7_2173	C6 deamination of adenosine	Pathway	2	2	True
Pathway::PC7_2633	Clearance of seratonin	Pathway	2	2	True
Pathway::PC7_2677	Conjugation of phenylacetate with glutamine	Pathway	2	2	True
Pathway::PC7_2890	Cysteine formation from homocysteine	Pathway	2	2	True
Pathway::PC7_2947	DNA Damage Recognition in GG-NER	Pathway	2	2	True
Pathway::PC7_3059	Degradation of GABA	Pathway	2	2	True
Pathway::PC7_3674	Enzymatic degradation of Dopamine by monoamine oxidase	Pathway	2	2	True
Pathway::PC7_3752	Estrogen biosynthesis	Pathway	2	2	True
Pathway::PC7_3969	Formation of the Editosome	Pathway	2	2	True
Pathway::PC7_3985	Fructose catabolism	Pathway	2	2	True
Pathway::PC7_4013	GABA A (rho) receptor activation	Pathway	2	2	True
Pathway::PC7_4018	GABA synthesis	Pathway	2	2	True
Pathway::PC7_4285	Glypican 2 network	Pathway	2	2	True
Pathway::PC7_4531	Hydrolysis of LPE	Pathway	2	2	True
Pathway::PC7_4730	Influenza Virus Induced Apoptosis	Pathway	2	2	True
Pathway::PC7_4731	Inhibition of HSL	Pathway	2	2	True
Pathway::PC7_4732	Inhibition of Host mRNA Processing and RNA Silencing	Pathway	2	2	True
Pathway::PC7_4746	Insulin effects increased synthesis of Xylulose-5-Phosphate	Pathway	2	2	True
Pathway::PC7_4767	Interactions of Tat with host cellular proteins	Pathway	2	2	True
Pathway::PC7_5532	Mitotic Metaphase/Anaphase Transition	Pathway	2	2	True
Pathway::PC7_5749	NFG and proNGF binds to p75NTR	Pathway	2	2	True
Pathway::PC7_5781	NOSIP mediated eNOS trafficking	Pathway	2	2	True
Pathway::PC7_5872	Nef mediated downregulation of CD28 cell surface expression	Pathway	2	2	True
Pathway::PC7_6097	PAOs oxidise polyamines to amines	Pathway	2	2	True
Pathway::PC7_6190	PLK2 and PLK4 events	Pathway	2	2	True
Pathway::PC7_6617	Proline catabolism	Pathway	2	2	True
Pathway::PC7_6645	Proton-coupled neutral amino acid transporters	Pathway	2	2	True
Pathway::PC7_6666	Pyrophosphate hydrolysis	Pathway	2	2	True
Pathway::PC7_6926	Release of apoptotic factors from the mitochondria	Pathway	2	2	True
Pathway::PC7_6939	Resolution of D-loop structures	Pathway	2	2	True
Pathway::PC7_6953	Reversal of Alkylation Damage By DNA Dioxygenases	Pathway	2	2	True
Pathway::PC7_7502	Signalling to ERK5	Pathway	2	2	True
Pathway::PC7_7679	Sterols are 12-hydroxylated by CYP8B1	Pathway	2	2	True
Pathway::PC7_7680	Stimulation of the cell death response by PAK-2p34	Pathway	2	2	True
Pathway::PC7_7746	Synthesis of PI	Pathway	2	2	True
Pathway::PC7_7752	Synthesis of PS	Pathway	2	2	True
Pathway::PC7_8065	TRKA activation by NGF	Pathway	2	2	True
Pathway::PC7_8075	TWIK-related alkaline pH activated K+ channel (TALK)	Pathway	2	2	True
Pathway::PC7_8077	TWIK-releated acid-sensitive K+ channel (TASK)	Pathway	2	2	True
Pathway::PC7_8224	The IPAF inflammasome	Pathway	2	2	True
Pathway::PC7_8322	Transcriptional activation of cell cycle inhibitor p21	Pathway	2	2	True
Pathway::PC7_8329	Transfer of LPS from LBP carrier to CD14	Pathway	2	2	True
Pathway::PC7_8349	Transport of connexons to the plasma membrane	Pathway	2	2	True
Pathway::PC7_8353	Transport of glycerol from adipocytes to the liver by Aquaporins	Pathway	2	2	True
Pathway::PC7_8711	Viral RNP Complexes in the Host Cell Nucleus	Pathway	2	2	True
Pathway::WP2366_r73980	Butyrate-induced histone acetylation	Pathway	2	2	True
Pathway::WP2646_r74430	Lidocaine metabolism	Pathway	2	2	True
Pathway::WP2816_r76465	Felbamate Metabolism	Pathway	2	2	True
Pathway::WP2943_r83778	Hypoxia-mediated EMT and Stemness	Pathway	2	2	True
Pathway::WP3408_r81714	Evolocumab Mechanism	Pathway	2	2	True
